referencia_catastral,calle,numero,codigo_postal,lat,lon,superficie_construida_m2,anyo_construccion,viviendas
1861302QA4416B,REGIMIENTO DE INFANTERIA,9,11002,36.528723,-6.299966,750,1964,5
1861301QA4416B,REGIMIENTO DE INFANTERIA,11,11002,36.528696,-6.300159,925,1964,5
1862321QA4416D,REGIMIENTO DE INFANTERIA,20,11002,36.528921,-6.299592,652,1995,5
2470606QA4427A,REPUBLICA EL SALVADOR,2,11004,36.536041,-6.292852,524,1995,5
1963206QA4416D,ROBLES,13,11002,36.530383,-6.298896,535,1995,5
1664510QA4416D,ROSA,16,11002,36.530911,-6.301601,468,1987,5
1764118QA4416D,ROSA,19,11002,36.531071,-6.301777,244,1995,5
2267703QA4426E,ROSARIO,7,11004,36.533797,-6.295944,646,1888,5
2366111QA4426E,ROSARIO,14,11004,36.532817,-6.294955,1036,1995,5
2267710QA4426E,ROSARIO,21,11004,36.533355,-6.295533,737,1995,5
2266509QA4426E,ROSARIO,33,11004,36.53273,-6.294975,296,1995,5
2266510QA4426E,ROSARIO,35,11004,36.532685,-6.294933,412,1995,5
2266518QA4426E,ROSARIO,39,11004,36.532524,-6.294796,952,1995,5
2365609QA4426E,ROSARIO,51,,36.531532,-6.293909,790,1995,5
1966504QA4416F,ROSARIO CEPEDA,16,11001,36.532392,-6.298594,421,1888,5
1965701QA4416F,ROSARIO CEPEDA,38,11001,36.531667,-6.299439,669,1995,5
2363313QA4426C,RUIZ DE BUSTAMANTE,7,11005,36.530192,-6.294218,751,1995,5
2363405QA4426C,RUIZ DE BUSTAMANTE,10,11005,36.53014,-6.294288,556,1995,5
2264803QA4426C,SACRAMENTO,10,11001,36.531234,-6.296561,806,1995,5
1965507QA4416F,SACRAMENTO,20,11001,36.53187,-6.298391,920,1888,5
2165712QA4426E,SACRAMENTO,21,11001,36.531526,-6.29713,567,1995,5
2065406QA4426E,SACRAMENTO,23,11001,36.531597,-6.297514,788,1888,5
1965505QA4416F,SACRAMENTO,24,11001,36.531945,-6.298597,815,1995,5
1865405QA4416F,SACRAMENTO,32,11001,36.532229,-6.299372,1006,1995,5
1766213QA4416F,SACRAMENTO,57,,36.532843,-6.300916,1270,1995,5
1766216QA4416F,SACRAMENTO,63,,36.532951,-6.301208,501,1995,5
2167701QA4426E,SAGASTA,10,11001,36.533583,-6.297597,536,1888,5
2066102QA4426E,SAGASTA,18,11001,36.533124,-6.298277,741,1995,5
1866408QA4416F,SAGASTA,41,11001,36.532418,-6.299431,975,1995,5
1764913QA4416D,SAGASTA,63,,36.530982,-6.300724,622,1888,5
1864904QA4416D,SAGASTA,68,,36.530851,-6.300672,495,1888,5
1763216QA4416D,SAGASTA,83,,36.530105,-6.300998,322,1888,5
1969605QA4416H,SAN ANTONIO,1,11003,36.535324,-6.299005,1201,1995,5
1969603QA4416H,SAN ANTONIO,3,11003,36.53517,-6.298781,986,1995,5
2068109QA4426G,SAN ANTONIO,6,11001,36.534898,-6.298411,895,1995,5
1968602QA4416H,SAN ANTONIO,8,11003,36.534436,-6.298752,326,1888,5
1968701QA4416H,SAN ANTONIO,11,11003,36.534371,-6.29912,554,1888,5
1869409QA4416H,SAN ANTONIO,16,11003,36.535349,-6.29917,1514,1995,5
2462906QA4426A,SAN ANTONIO ABAD,5,11005,36.52902,-6.293366,1197,1995,5
2463919QA4426C,SAN FERNANDO,2,11005,36.529925,-6.29341,605,1995,5
2366106QA4426E,SAN FRANCISCO,21,11004,36.532851,-6.294546,1708,1995,5
2068402QA4426G,SAN JOSE,4,11004,36.534919,-6.297816,627,1995,5
2068106QA4426G,SAN JOSE,5,11004,36.534836,-6.298033,731,1995,5
2068401QA4426G,SAN JOSE,6,11004,36.534805,-6.297933,761,1995,5
1968605QA4416H,SAN JOSE,15,11001,36.534178,-6.298724,447,1920,5
1968705QA4416H,SAN JOSE,17,11001,36.534101,-6.298815,234,1888,5
1866602QA4416F,SAN JOSE,40,,36.532531,-6.300398,683,1888,5
1866113QA4416F,SAN JOSE,47,11003,36.53287,-6.300135,1227,1995,5
1765401QA4416F,SAN JOSE,52,,36.531777,-6.301085,570,1995,5
1764302QA4416D,SAN JOSE,56,,36.531573,-6.301209,341,1888,5
1764901QA4416D,SAN JOSE,74,,36.530985,-6.301572,379,1995,5
2062407QA4426C,SAN JUAN,13,11005,36.529348,-6.297367,636,1995,5
2162406QA4426C,SAN JUAN,27,11005,36.5294,-6.296694,1048,1995,5
2162410QA4426C,SAN JUAN,37,11005,36.529383,-6.296282,676,1995,5
2262110QA4426A,SAN JUAN,38,11005,36.52938,-6.296015,563,1995,5
2162413QA4426C,SAN JUAN,43,11005,36.529315,-6.295902,859,1995,5
2461107QA4426A,SAN MARTIN,1,11005,36.529096,-6.294018,411,1995,5
2462104QA4426A,SAN MARTIN,3,11005,36.529203,-6.293963,1651,1995,5
2066312QA4426E,SAN MIGUEL,5,11001,36.53275,-6.297299,608,1888,5
2066604QA4426E,SAN MIGUEL,7,11001,36.532553,-6.297504,466,1995,5
2068505QA4426G,SAN PEDRO,9,,36.534215,-6.297075,621,1888,5
2068416QA4426G,SAN PEDRO,12,,36.534426,-6.297254,565,1995,5
2167205QA4426E,SAN PEDRO,17,,36.533993,-6.296488,791,1995,5
3950207QA4435B,SAN SEVERIANO,45,11007,36.516666,-6.276806,619,1969,5
2465607QA4426E,SANCHEZ BARCAIZTEGUI,2,11005,36.531405,-6.293401,712,1995,5
2268501QA4426G,SANT. CRISTO VERA CRUZ,3,,36.534422,-6.295634,693,1995,5
3257209QA4435E,SANTA CRUZ DE TENERIFE,7,11007,36.524127,-6.285113,1086,1950,5
2861601QA4426B,SANTA ELENA,1,11006,36.527564,-6.288978,1100,1995,5
2760512QA4426B,SANTA ELENA,6,11006,36.526627,-6.289723,612,2011,5
1964702QA4416D,SANTA LUCIA,3,11002,36.530748,-6.299213,276,1995,5
2561204QA4426B,SANTA MARIA,4,11005,36.528397,-6.292377,498,1995,5
2661711QA4426B,SANTA MARIA,8,,36.528133,-6.292019,649,1959,5
3253312QA4435C,SANTA MARIA DE LA CABEZA,5,11007,36.520398,-6.284398,450,1944,5
2264507QA4426C,SANTIAGO,3,11005,36.530601,-6.295185,381,1995,5
2364702QA4426C,SANTIAGO,4,11005,36.530528,-6.295149,488,2010,5
2169310QA4426G,SANTIAGO TERRY,4,11004,36.535707,-6.296119,407,1995,5
2364202QA4426C,SANTO CRISTO,3,11005,36.531365,-6.294564,1050,1995,5
2761909QA4426B,SANTO DOMINGO,11,11006,36.528242,-6.289862,464,1995,5
1862712QA4416B,SARGENTO DAPONTE,2,11002,36.528983,-6.300416,397,1888,5
2563506QA4426D,SOPRANIS,4,11005,36.529458,-6.292219,1864,1888,5
2563505QA4426D,SOPRANIS,6,11005,36.529407,-6.292069,1052,1995,5
2662905QA4426B,SOPRANIS,17,,36.52898,-6.29125,1411,1995,5
2662906QA4426B,SOPRANIS,21,,36.528925,-6.291104,1542,1888,5
2662313QA4426D,SOPRANIS,24,,36.528886,-6.290813,1284,1995,5
2662908QA4426B,SOPRANIS,25,,36.528794,-6.290933,379,1995,5
2762702QA4426B,SOPRANIS,29,,36.528787,-6.29071,299,1995,5
2562609QA4426B,SUAREZ DE SALAZAR,5,11006,36.528647,-6.291947,772,1995,5
2761915QA4426B,TENIENTE ANDUJAR,28,11006,36.527629,-6.290058,489,1995,5
2063313QA4426C,TOPETE,2,11001,36.530843,-6.297284,1943,1995,5
1867404QA4416H,TORRE,10,,36.533814,-6.299737,630,1995,5
1766211QA4416F,TORRE,31,,36.533058,-6.300634,470,1995,5
1765903QA4416F,TORRE,40,,36.53211,-6.301444,407,1995,5
1564907QA4416D,TRINIDAD,11,11002,36.530752,-6.303313,349,2006,5
1564410QA4416D,TRINIDAD,14,11002,36.530826,-6.303224,470,1995,5
1563305QA4416D,TRINIDAD,20,11002,36.530476,-6.303257,324,1995,5
1770303QA4417B,USTARIZ,5,11003,36.536667,-6.300945,305,1995,5
2267724QA4426E,VALVERDE,6,11004,36.533585,-6.296271,540,1888,5
1869412QA4416H,VEEDOR,3,11003,36.535332,-6.299783,1222,1995,5
1868206QA4416H,VEEDOR,4,11003,36.535205,-6.299663,603,1995,5
2364617QA4426C,VILLALOBOS,2,11005,36.530677,-6.294979,583,2021,5
1562901QA4416B,VIRGEN DE LA PALMA,26,11002,36.529687,-6.303606,571,1995,5
1767908QA4416F,VIRGILI,7,11003,36.533887,-6.301497,739,1995,5
1767705QA4416F,VIRGILI,10,11003,36.533699,-6.301372,886,1967,5
1768615QA4416H,VIUDAS,11,11003,36.534289,-6.300729,599,1995,5
1767904QA4416F,VIUDAS,21,11003,36.533808,-6.30102,702,1995,5
1767707QA4416F,VIUDAS,25,11003,36.533519,-6.301221,714,1995,5
1767501QA4416H,VIUDAS,28,11003,36.533594,-6.301002,511,1995,5
1766203QA4416F,VIUDAS,38,11003,36.533215,-6.301309,963,1995,5
2661108QA4426B,YEDRA,1,11006,36.528681,-6.291537,945,1995,5
